Xpath;Nome;Definição;Tipo do Dado;Tamanho;Mandatoriedade;Formato;Domínio;Mínimo de Ocorrências;Máximo de Ocorrências;Restrições;
openBankingBrazil/<brand>/companies/businessCreditCards/fees/services/price/value;value;"Valor da mediana da tarifa cobrada, relativa ao Serviço, para o tipo de faixa informada. p.ex. 45.00
(representa um valor monetário. p.ex: 1547368.92. Este valor, considerando que a moeda seja BRL, significa R$ 1.547.368,92). O único separador presente deve ser o '.'  (ponto) para indicar a casa decimal. Não deve haver separador de milhar)";Texto;12;Mandatório;^(\d{1,9}\,\d{2}){1}$;;4;4;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/fees/services/price/currency;currency;Moeda referente ao valor mediana da tarifa do Serviço, segundo modelo ISO-4217. p.ex. 'BRL' ;Texto;3;Mandatório;^(\W{3}){1}$;moeda (ISO-4217);4;4;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/fees/services/minimum/value;value;Valor mínimo cobrado para a tarifa de Serviços no mês de referência;Texto;12;Mandatório;^(\d{1,9}\,\d{2}){1}$;;1;1;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/fees/services/minimum/currency;currency;Moeda referente ao valor mínimo da tarifa de Serviços, segundo modelo ISO-4217. p.ex. 'BRL' ;Texto;3;Mandatório;^(\W{3}){1}$;moeda (ISO-4217);1;1;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/fees/services/maximum/value;value;Valor máximo cobrado para a tarifa de Serviços no mês de referência;Texto;12;Mandatório;^(\d{1,9}\,\d{2}){1}$;;1;1;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/fees/services/maximum/currency;currency;Moeda referente ao valor máximo da tarifa de Serviços, segundo modelo ISO-4217. p.ex. 'BRL' ;Texto;3;Mandatório;^(\W{3}){1}$;moeda (ISO-4217);1;1;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/fees/services/additionalInfo;additionalInfo;Descrição de como é composto o valor da tarifa. p.ex. '0,5% do valor do orçamento';Texto;80;Opcional;\w*\W*;;0;N;Este campo deve estar obrigatoriamente preenchido se não houver conteúdo para os itens de services: interval, value e currency;
openBankingBrazil/<brand>/companies/businessCreditCards/fees/services/chargingUnit;chargingUnit;Unidade ou forma de cobrança. p.ex. 'Por evento', 'Por ano';Texto;50;Mandatório;\w*\W*;;1;N;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/interestRates/feeRate/price/interval;interval;Faixas para cobrança da taxa de utilização do crédito rotativo, no intervalo informado: 1º quartil de clientes, 2º quartil de clientes, 3º quartil de clientes e 4º quartil de clientes;Texto;30;Mandatório;\w*\W*;"1º quartil de clientes'
'2º quartil de clientes'
'3º quartil de clientes'
'4º quartil de clientes'";4;4;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/interestRates/feeRate/price/rate;rate;Percentual que corresponde a mediana da taxa aplicada para utilização de Crédito Rotativo, no intervalo informado. p.ex. '9,87%' (representação de  porcentagem p.ex: 0.15. Este valor representa 15%. O valor 1 representa 100%);Texto;7;Mandatório;(-?[1-9]?\d{1,2}){1}(\,\d{1,2}){1} ;;4;4;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/interestRates/feeRate/minimumrate;minimumrate;Percentual mínimo cobrado para a taxa do crédito rotativo no mês de referência;Texto;7;Mandatório;(-?[1-9]?\d{1,2}){1}(\,\d{1,2}){1} ;;1;1;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/interestRates/feeRate/maximumrate;maximumrate;"Percentual máximo cobrado para a taxa do crédito rotativo na base de clientes do mês de referência
 (representação de  porcentagem p.ex: 0.15. Este valor representa 15%. O valor 1 representa 100%)";Texto;7;Mandatório;(-?[1-9]?\d{1,2}){1}(\,\d{1,2}){1} ;;1;1;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/interestRates/instalmentRate/price/interval;interval;Faixas para cobrança da taxa aplicada quando há parcelamento do saldo devedor: 1º quartil de clientes, 2º quartil de clientes, 3º quartil de clientes e 4º quartil de clientes;Texto;30;Mandatório;\w*\W*;"1º quartil de clientes'
'2º quartil de clientes'
'3º quartil de clientes'
'4º quartil de clientes'";4;4;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/interestRates/instalmentRate/price/rate;rate;"Percentual que corresponde a taxa mediana aplicada para pagamento parcelado do saldo devedor quando não realizado pagamento integral da fatura, no período informado. p.ex. '4,10%'.
(representação de uma porcentagem p.ex: 0.15. Este valor  representa 15%. O valor 1 representa 100%)";Texto;7;Mandatório;(-?[1-9]?\d{1,2}){1}(\,\d{1,2}){1};;4;4;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/interestRates/instalmentRate/minimumRate;minimumRate;"Percentual mínimo cobrado para o pagamento parcelado do saldo devedor na fatura do mês de referência
(representação de uma porcentagem p.ex: 0.15. Este valor  representa 15%. O valor 1 representa 100%)";Texto;7;Mandatório;(-?[1-9]?\d{1,2}){1}(\,\d{1,2}){1};;1;1;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/interestRates/instalmentRate/maximumRate;maximumRate;"Percentual máximo cobrado para o pagamento parcelado do saldo devedor na fatura do mês de referência
(representação de uma porcentagem p.ex: 0.15. Este valor  representa 15%. O valor 1 representa 100%)";Texto;7;Mandatório;(-?[1-9]?\d{1,2}){1}(\,\d{1,2}){1};;1;1;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/interestRates/code;code;Lista de outras operações de crédito. p.ex. 'saque a crédito';Texto;30;Mandatório;\w*\W*;" 'Saque a crédito'
'Pagamento de contas'
'Outros'";1;1;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/interestRates/additionalInfo;additionalInfo;Campo Texto para descrever outras operações de crédito marcadas como 'Outros';Texto;50;Opcional;\w*\W*;;0;1;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/termsConditions/minimumFeeRate;minimumFeeRate;"Percentual para pagamento mínimo sobre o saldo devedor da fatura.  p.ex. '25,00%'
(representação de uma porcentagem p.ex: 0.15. Este valor  representa 15%. O valor 1 representa 100%)";Texto;7;Mandatório;(-?[1-9]?\d{1,2}){1}(\,\d{1,2}){1};;1;1;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/termsConditions/additionalInfo;additionalInfo;Campo aberto para detalhamento de taxas de juros;Texto;500;Opcional;\w*\W*;;0;1;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/termsConditions/elegibilityCriteriaInfo;elegibilityCriteriaInfo;Informação sobre as condições e critérios de elegibilidade do emissor do cartão. Pode ser informada a URL referente ao endereço onde constam as condições informadas. URLs são limitadas a 2048 caracteres mas, para o contexto do Sistema Financeiro aberto, será adotado a metade deste tamanho. p.ex. 'https://example.com/mobile-banking';Texto;2000;Mandatório;\w*\W*;;1;1;N/A;
openBankingBrazil/<brand>/companies/businessCreditCards/termsConditions/closingProcessInfo;closingProcessInfo;Descrição dos procedimentos para encerramento da conta pós paga. Pode ser informada a URL referente ao endereço onde constam as condições informadas. URLs são limitadas a 2048 caracteres mas, para o contexto do Sistema Financeiro aberto, será adotado a metade deste tamanho. p.ex. 'https://example.com/mobile-banking';Texto;2000;Mandatório;\w*\W*;;1;1;N/A;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
